pu,do,osrm_distance_m,osrm_duration_s
153,250,12348.5,812.1
154,226,20363.0,1706.4
154,227,13548.7,1168.8
154,228,15118.8,1210.3
154,229,25230.6,2098.3
154,230,26883.8,2192.2
154,231,20959.0,1669.0
154,232,18731.8,1714.4
154,233,25378.6,2066.0
154,234,24330.3,2059.1
154,235,42682.0,2440.2
154,236,27285.1,2328.3
154,237,25785.9,2152.1
154,238,29624.2,2458.3
154,239,28675.4,2384.4
154,240,49128.5,2766.3
154,241,44655.3,2707.1
154,242,37253.7,2178.8
154,243,44302.0,2547.4
154,244,44442.7,2570.1
154,245,24880.3,1765.7
154,246,24699.8,2040.4
154,247,40551.8,2421.7
154,248,37881.7,2175.7
154,249,22673.1,1840.2
154,250,36436.7,2119.3
155,226,17326.1,1553.9
155,227,11878.5,1098.0
155,228,13383.3,1132.7
155,229,22193.7,1945.8
155,230,23846.9,2039.7
155,231,18879.8,1574.5
155,232,16652.5,1619.9
155,233,22341.7,1913.5
155,234,22251.0,1964.6
155,235,38532.4,2575.6
155,236,24248.3,2175.8
155,237,22749.0,1999.6
155,238,26587.3,2305.8
155,239,25638.5,2231.9
155,240,37070.7,2784.3
155,241,40505.7,2842.5
155,242,33104.1,2314.2
155,243,31886.0,2598.3
155,244,31611.6,2582.3
155,245,21799.7,1877.7
155,246,22620.6,1945.9
155,247,28539.3,2375.6
155,248,33732.1,2311.1
155,249,20593.9,1745.7
155,250,32287.1,2254.7
156,226,36701.1,2365.1
156,227,19341.6,1388.3
156,228,20570.0,1380.5
156,229,29789.7,2377.6
156,230,28449.0,2282.3
156,231,23594.4,1672.3
156,232,25481.6,1931.6
156,233,28981.5,2372.1
156,234,26308.8,2029.1
156,235,45783.1,2744.7
156,236,31755.6,2676.4
156,237,30254.4,2472.6
156,238,32331.9,2519.2
156,239,31383.1,2445.3
156,240,50568.3,2969.9
156,241,48591.4,3039.6
156,242,51277.2,3139.9
156,243,43562.0,2576.0
156,244,43474.0,2573.6
156,245,6842.9,796.0
156,246,27188.6,2056.0
156,247,46799.6,2841.2
156,248,48546.7,2785.7
156,249,25161.9,1855.8
156,250,50699.8,2928.9
157,226,3516.4,351.8
157,227,19553.7,1406.9
157,228,18006.8,1213.3
157,229,8383.9,743.7
157,230,10037.1,837.6
157,231,11674.8,1065.3
157,232,10422.8,864.5
157,233,8531.9,711.4
157,234,9614.2,852.5
157,235,19119.6,1430.7
157,236,10438.5,973.7
157,237,8939.2,797.5
157,238,12777.5,1103.7
157,239,11828.7,1029.8
157,240,23830.1,1639.0
157,241,21890.2,1713.8
157,242,19816.2,1383.6
157,243,18645.5,1453.0
157,244,18371.0,1437.0
157,245,32755.6,2272.9
157,246,11220.8,1018.2
157,247,15298.7,1230.3
157,248,17028.9,1304.8
157,249,11290.3,1077.7
157,250,18999.1,1324.1
158,226,9656.4,1069.1
158,227,12362.9,1108.3
158,228,10816.0,914.7
158,229,5879.0,651.4
158,230,3831.5,524.8
158,231,2299.4,337.3
158,232,3899.0,533.0
158,233,5070.8,638.4
158,234,2398.0,318.3
158,235,18253.6,1424.7
158,236,7844.9,950.2
158,237,6343.7,746.4
158,238,7998.5,796.9
158,239,7049.7,723.0
158,240,23038.8,1649.9
158,241,21220.0,1715.8
158,242,23747.6,1819.9
158,243,16024.0,1246.5
158,244,14577.1,1163.9
158,245,25564.8,1974.3
158,246,2855.2,333.7
158,247,15925.9,1338.2
158,248,21017.1,1465.7
158,249,658.8,111.8
158,250,23170.2,1608.9
159,226,13321.2,1073.1
159,227,29841.6,2125.6
159,228,28294.7,1932.0
159,229,10704.0,965.1
159,230,11830.9,1048.9
159,231,18270.9,1603.4
159,232,15206.3,1297.2
159,233,11360.9,1083.4
159,234,13347.8,1267.5
159,235,5166.8,552.2
159,236,6108.4,814.0
159,237,9751.7,936.2
159,238,7974.8,883.0
159,239,9999.8,950.5
159,240,11576.0,859.9
159,241,7896.5,793.9
159,242,7275.2,750.1
159,243,7458.7,678.2
159,244,5142.0,609.2
159,245,43043.5,2991.6
159,246,13579.6,1257.3
159,247,2165.5,302.9
159,248,4749.8,417.9
159,249,15161.6,1442.0
159,250,7177.8,620.6
160,226,5563.7,558.8
160,227,20344.7,1587.0
160,228,18797.7,1393.4
160,229,10431.3,950.7
160,230,12084.5,1044.6
160,231,12452.1,1234.7
160,232,11200.1,1033.9
160,233,10579.3,918.4
160,234,11661.6,1059.5
160,235,20144.7,1551.0
160,236,12485.8,1180.7
160,237,10986.6,1004.5
160,238,14824.8,1310.7
160,239,13876.0,1236.8
160,240,24855.2,1759.3
160,241,22915.3,1834.1
160,242,18886.6,1406.9
160,243,19670.5,1573.3
160,244,19396.1,1557.3
160,245,33546.6,2453.0
160,246,13268.1,1225.2
160,247,16323.8,1350.6
160,248,19514.6,1403.8
160,249,13337.7,1284.7
160,250,18069.5,1347.4
161,226,7540.8,683.1
161,227,19292.2,1566.3
161,228,17745.2,1372.7
161,229,2017.3,168.0
161,230,676.6,65.4
161,231,5556.8,756.7
161,232,6509.4,590.7
161,233,1882.8,224.7
161,234,2240.9,284.0
161,235,16073.3,1138.9
161,236,3983.2,466.8
161,237,2482.0,263.0
161,238,4604.1,414.1
161,239,3655.3,340.2
161,240,20858.5,1364.1
161,241,19039.7,1430.0
161,242,21567.3,1534.1
161,243,13843.7,960.7
161,244,12396.8,878.1
161,245,32494.1,2432.3
161,246,3764.6,368.1
161,247,12045.5,964.2
161,248,18836.8,1179.9
161,249,3908.3,510.0
161,250,20989.9,1323.1
162,226,6381.9,607.1
162,227,18915.3,1530.4
162,228,17368.4,1336.8
162,229,857.2,97.7
162,230,1232.2,109.9
162,231,5759.2,773.3
162,232,6132.6,554.8
162,233,1504.9,190.0
162,234,2796.5,336.0
162,235,15488.5,1129.9
162,236,3425.7,421.4
162,237,1778.3,235.3
162,238,5159.8,458.6
162,239,4211.0,384.7
162,240,20199.0,1338.2
162,241,18259.1,1413.0
162,242,19666.8,1527.9
162,243,14399.3,1005.2
162,244,12952.4,922.6
162,245,32117.3,2396.4
162,246,4320.2,420.1
162,247,11667.6,929.5
162,248,15444.1,1150.4
162,249,4463.9,562.0
162,250,17172.6,1299.5
163,226,6610.8,593.6
163,227,17443.1,1623.6
163,228,15896.2,1430.0
163,229,1576.2,128.8
163,230,965.6,119.7
163,231,6912.3,841.0
163,232,7488.0,673.3
163,233,2860.3,308.5
163,234,3216.8,381.3
163,235,15079.3,1041.8
163,236,3053.2,377.3
163,237,1552.0,173.5
163,238,3686.8,326.4
163,239,2738.0,252.5
163,240,19864.5,1267.0
163,241,18045.7,1332.9
163,242,20573.4,1437.0
163,243,12849.7,863.6
163,244,11402.8,781.0
163,245,30645.0,2489.6
163,246,4054.2,396.9
163,247,11398.7,932.4
163,248,17842.9,1082.8
163,249,4355.6,593.2
163,250,19995.9,1226.0
164,226,6417.6,683.2
164,227,18137.0,1493.4
164,228,16590.0,1299.8
164,229,2638.3,293.4
164,230,2231.0,243.8
164,231,4398.0,625.8
164,232,5354.2,517.8
164,233,1831.3,245.4
164,234,1082.1,153.1
164,235,16621.1,1265.4
164,236,4604.5,606.1
164,237,3103.3,402.3
164,238,6158.5,585.2
164,239,5209.7,511.3
164,240,21331.5,1473.7
164,241,19391.7,1548.5
164,242,20799.4,1663.4
164,243,15340.3,1117.0
164,244,13893.5,1034.4
164,245,31338.9,2359.4
164,246,2522.8,318.8
164,247,12800.2,1065.0
164,248,16576.7,1285.9
164,249,2749.5,379.1
164,250,18305.2,1435.0
165,226,16228.0,1491.1
165,227,7472.0,779.8
165,228,7936.5,740.9
165,229,22464.5,1800.6
165,230,19025.3,1801.1
165,231,13860.8,1180.6
165,232,15488.0,1275.4
165,233,21404.4,1715.7
165,234,17232.1,1570.7
165,235,33296.6,2545.8
165,236,25169.2,2025.2
165,237,23669.3,1885.6
165,238,22744.9,2015.2
165,239,21796.1,1941.3
165,240,38007.1,2754.1
165,241,36067.2,2828.9
165,242,36133.3,2494.7
165,243,30770.4,2464.8
165,244,29323.5,2382.2
165,245,19776.6,1648.5
165,246,17601.6,1552.0
165,247,29475.7,2345.4
165,248,31205.9,2419.9
165,249,15574.9,1351.8
165,250,35316.2,2435.2
166,226,14968.5,1160.1
166,227,23741.0,2030.0
166,228,22194.1,1836.4
166,229,8079.7,733.9
166,230,7216.1,668.8
166,231,13745.3,1278.4
166,232,15499.1,1209.7
166,233,9590.5,905.7
166,234,9950.9,955.2
166,235,7592.2,666.0
166,236,4770.4,551.4
166,237,6111.5,717.4
166,238,2330.1,290.7
166,239,3971.5,385.8
166,240,13315.2,895.2
166,241,11375.4,970.0
166,242,14265.8,1090.2
166,243,6542.1,516.8
166,244,4153.7,362.7
166,245,36942.9,2896.0
166,246,9588.9,770.0
166,247,5219.3,473.6
166,248,11535.3,736.0
166,249,10322.7,1075.3
166,250,13688.3,879.2
167,226,14769.9,1249.9
167,227,31290.3,2302.4
167,228,29743.4,2108.8
167,229,12699.1,1146.4
167,230,13826.0,1230.2
167,231,20266.0,1784.7
167,232,17201.4,1478.5
167,233,13356.0,1264.7
167,234,15342.8,1448.8
167,235,5232.4,566.4
167,236,9527.0,1004.2
167,237,11746.8,1117.5
167,238,10440.2,1072.1
167,239,11811.7,1123.8
167,240,11678.9,892.5
167,241,7290.3,789.3
167,242,6017.9,681.2
167,243,6852.4,673.6
167,244,6993.1,696.3
167,245,44492.2,3168.4
167,246,15391.5,1430.6
167,247,2780.3,392.4
167,248,3492.5,349.0
167,249,17156.7,1623.3
167,250,5920.6,551.7
168,226,11924.2,909.0
168,227,28444.6,1961.5
168,228,26897.6,1767.9
168,229,9853.4,805.5
168,230,10980.3,889.3
168,231,17420.2,1443.8
168,232,14355.7,1137.6
168,233,10510.3,923.8
168,234,12497.1,1107.9
168,235,7650.2,558.2
168,236,6681.3,663.3
168,237,8901.0,776.6
168,238,8094.8,800.7
168,239,10503.0,878.0
168,240,12360.6,766.5
168,241,10420.8,841.3
168,242,10007.6,850.7
168,243,7355.8,670.8
168,244,6405.6,573.5
168,245,41646.5,2827.5
168,246,14082.8,1184.8
168,247,3829.3,357.8
168,248,5784.9,473.2
168,249,14311.0,1282.4
168,250,7513.4,622.3
169,226,19556.3,1387.0
169,227,36076.7,2439.5
169,228,34529.8,2245.9
169,229,17372.1,1174.5
169,230,16280.1,1115.1
169,231,20855.0,1706.4
169,232,20561.4,1517.8
169,233,16715.9,1304.0
169,234,19014.8,1401.5
169,235,1694.6,218.6
169,236,12887.0,1043.5
169,237,15106.7,1156.8
169,238,12318.7,888.8
169,239,13118.8,891.2
169,240,7631.8,580.4
169,241,3853.7,460.9
169,242,6468.2,669.4
169,243,4559.6,407.8
169,244,4700.3,430.5
169,245,46616.9,3112.2
169,246,16698.6,1198.0
169,247,4555.7,431.0
169,248,3737.7,315.2
169,249,19144.1,1521.4
169,250,5890.8,458.4
170,226,5717.1,583.9
170,227,17753.9,1431.2
170,228,16207.0,1237.6
170,229,1940.9,247.9
170,230,2461.9,279.8
170,231,5068.3,720.0
170,232,4971.1,455.6
170,233,1135.0,174.1
170,234,2104.0,299.2
170,235,15936.6,1214.8
170,236,4509.3,571.6
170,237,3010.1,395.4
170,238,6389.8,622.8
170,239,5441.0,548.9
170,240,20647.0,1423.1
170,241,18707.2,1497.9
170,242,20114.8,1612.8
170,243,15571.6,1154.6
170,244,14124.7,1072.0
170,245,30955.8,2297.2
170,246,3647.2,463.3
170,247,12115.7,1014.4
170,248,15892.1,1235.3
170,249,3771.4,525.2
170,250,17620.6,1384.4
171,226,14265.7,986.6
171,227,30303.0,2041.7
171,228,28756.1,1848.1
171,229,17917.1,1324.0
171,230,20786.4,1472.4
171,231,22424.1,1700.1
171,232,21172.1,1499.3
171,233,19281.2,1346.2
171,234,20363.5,1487.3
171,235,16871.6,1167.5
171,236,19495.5,1550.1
171,237,18472.4,1377.8
171,238,22310.7,1684.0
171,239,21361.9,1610.1
171,240,23318.0,1493.6
171,241,18844.9,1434.4
171,242,11443.3,906.1
171,243,18491.5,1274.7
171,244,18632.2,1297.4
171,245,43504.9,2907.7
171,246,21970.1,1653.0
171,247,18487.6,1297.9
171,248,12071.2,903.0
171,249,22039.6,1712.5
171,250,10626.2,846.6
172,226,30674.5,2177.6
172,227,13315.0,1200.8
172,228,14543.4,1193.0
172,229,31912.3,2400.3
172,230,28473.1,2400.8
172,231,23308.6,1780.3
172,232,24935.7,1875.1
172,233,30852.1,2315.4
172,234,26679.8,2170.4
172,235,44705.7,3220.7
172,236,34617.0,2624.9
172,237,33117.0,2485.3
172,238,32192.7,2614.9
172,239,31243.9,2541.0
172,240,49416.1,3429.0
172,241,47476.3,3503.8
172,242,49087.5,3338.1
172,243,40218.1,3064.5
172,244,38771.3,2981.9
172,245,9905.2,1126.3
172,246,27049.4,2151.7
172,247,40884.8,3020.3
172,248,45652.4,3106.4
172,249,25022.7,1951.5
172,250,47380.9,3255.5
173,226,8236.0,719.5
173,227,24756.4,1772.0
173,228,23209.5,1578.4
173,229,10255.0,989.9
173,230,12005.3,1144.1
173,231,16877.5,1430.4
173,232,15625.5,1229.6
173,233,13709.1,1075.0
173,234,14791.4,1216.1
173,235,19291.7,1233.5
173,236,12309.6,1219.9
173,237,10810.3,1043.7
173,238,14648.6,1349.9
173,239,13699.8,1276.0
173,240,22829.7,1517.5
173,241,21265.0,1500.4
173,242,13863.4,972.1
173,243,17645.1,1331.5
173,244,17370.6,1315.5
173,245,37958.3,2638.0
173,246,16397.9,1381.8
173,247,14298.4,1108.8
173,248,14491.4,969.0
173,249,16467.5,1441.3
173,250,13046.4,912.6
174,226,22912.3,1627.0
174,227,39432.7,2679.5
174,228,37885.8,2485.9
174,229,20841.6,1523.5
174,230,21212.7,1547.2
174,231,25787.6,2138.5
174,232,25343.9,1855.6
174,233,21498.4,1641.8
174,234,23485.3,1825.9
174,235,6466.6,630.1
174,236,17669.5,1381.3
174,237,19889.2,1494.6
174,238,17251.4,1320.9
174,239,18051.5,1323.3
174,240,4387.8,484.7
174,241,3545.9,446.7
174,242,6534.0,658.8
174,243,7356.9,729.9
174,244,9632.9,862.6
174,245,51549.6,3544.3
174,246,21631.3,1630.1
174,247,9488.4,863.1
174,248,6440.7,523.3
174,249,24076.8,1953.5
174,250,8597.1,690.0
175,226,16824.6,1003.4
175,227,32861.9,2058.5
175,228,31315.0,1864.9
175,229,21602.6,1392.4
175,230,23345.3,1489.2
175,231,24983.0,1716.9
175,232,23731.0,1516.1
175,233,21840.1,1363.0
175,234,22922.4,1504.1
175,235,22361.2,1302.3
175,236,23657.2,1622.4
175,237,22157.9,1446.2
175,238,25996.2,1752.4
175,239,25047.4,1678.5
175,240,28807.6,1628.4
175,241,24334.5,1569.2
175,242,17061.6,1219.5
175,243,23981.1,1409.5
175,244,24121.8,1432.2
175,245,46063.8,2924.5
175,246,24529.0,1669.8
175,247,23977.2,1432.7
175,248,17560.9,1037.8
175,249,24598.5,1729.3
175,250,16893.3,1042.1
151,251,33963.1,2626.8
151,252,19700.6,1426.2
151,253,16067.1,1263.9
151,254,16599.7,1302.3
151,255,19835.9,1507.4
151,256,19919.7,1457.7
151,257,19617.2,1739.3
151,258,26467.3,1896.5
151,259,17439.0,1397.7
151,260,13700.2,1088.0
151,261,13020.6,1408.7
151,262,4460.9,563.9
151,263,3856.0,482.9
152,251,35656.5,2641.4
152,252,19169.5,1228.0
152,253,14649.8,1118.9
152,254,14030.1,1063.8
152,255,18418.6,1362.4
152,256,18502.5,1312.7
152,257,21310.6,1753.9
152,258,25050.1,1751.5
152,259,14951.0,1165.4
152,260,12282.9,943.0
152,261,14714.0,1423.3
152,262,6637.8,612.2
152,263,6717.5,606.0
153,251,45335.2,3092.0
153,252,18774.3,1228.2
153,253,21556.1,1471.3
153,254,6960.8,624.6
153,255,25324.9,1714.8
153,256,25408.8,1665.1
153,257,35898.1,2270.7
153,258,31956.4,2103.9
153,259,6641.1,629.6
153,260,19189.2,1295.4
153,261,24519.9,1926.3
153,262,12913.3,1045.6
153,263,12993.0,1039.4
154,251,23967.2,1533.5
154,252,30586.5,1736.3
154,253,27358.5,1563.7
154,254,42585.6,2558.9
154,255,17753.2,1542.5
154,256,16590.8,1434.4
154,257,14363.9,1135.1
154,258,13931.9,1001.3
154,259,45579.7,2659.3
154,260,19915.4,1723.8
154,261,19553.5,1513.4
154,262,27475.6,2333.2
154,263,27382.6,2351.7
155,251,20886.7,1645.5
155,252,26436.9,1871.7
155,253,23609.7,1720.3
155,254,38435.9,2694.3
155,255,14716.3,1390.0
155,256,13553.9,1281.9
155,257,12284.6,1040.6
155,258,12221.7,1045.3
155,259,41430.1,2794.7
155,260,16878.6,1571.3
155,261,17474.3,1418.9
155,262,24438.8,2180.7
155,263,24345.7,2199.2
156,251,4858.0,588.3
156,252,48446.8,3083.1
156,253,44366.4,2846.1
156,254,51986.2,3180.8
156,255,32595.7,2096.7
156,256,31621.0,2017.1
156,257,24619.8,1533.9
156,258,34719.9,2623.5
156,259,53593.3,3291.5
156,260,37638.8,2460.9
156,261,27929.6,1812.2
156,262,34058.8,2670.2
156,263,34399.6,2706.5
157,251,31842.5,2040.7
157,252,13149.0,941.1
157,253,9351.0,746.3
157,254,23959.3,1738.4
157,255,6015.0,597.2
157,256,7007.4,547.6
157,257,17496.7,1153.2
157,258,7608.4,742.7
157,259,25562.9,1827.1
157,260,3159.0,396.1
157,261,12598.2,1221.9
157,262,10629.0,978.6
157,263,10535.9,997.1
158,251,24651.7,1742.1
158,252,23879.5,1748.7
158,253,18773.3,1552.8
158,254,24456.6,1860.8
158,255,7182.9,863.5
158,256,5981.4,708.3
158,257,10305.9,854.6
158,258,16564.4,1672.3
158,259,26063.7,1971.5
158,260,11306.6,1119.9
158,261,3709.2,524.0
158,262,9270.8,997.6
158,263,8544.8,1005.9
159,251,42130.4,2759.4
159,252,12748.0,993.5
159,253,13442.6,1072.5
159,254,10016.5,889.2
159,255,17211.4,1316.0
159,256,17295.3,1266.3
159,257,27784.6,1871.9
159,258,23842.9,1705.1
159,259,13092.7,992.3
159,260,11075.7,896.6
159,261,18391.8,1621.0
159,262,6785.2,740.3
159,263,6864.8,734.1
160,251,32633.5,2220.8
160,252,12219.4,964.4
160,253,8421.4,769.6
160,254,24218.4,1787.0
160,255,7577.0,739.3
160,256,7752.3,694.0
160,257,18287.6,1333.3
160,258,5546.7,620.9
160,259,27212.6,1887.4
160,260,5116.1,576.9
160,261,13375.5,1391.3
160,262,12676.3,1185.6
160,263,12583.2,1204.1
161,251,31581.0,2200.1
161,252,21473.5,1436.9
161,253,14841.7,1215.6
161,254,22276.3,1575.0
161,255,8202.6,877.6
161,256,11019.8,852.7
161,257,17235.1,1312.6
161,258,16119.1,1384.4
161,259,23883.4,1685.7
161,260,7998.9,660.4
161,261,9694.8,914.5
161,262,5263.1,510.1
161,263,4683.2,522.5
162,251,31204.2,2164.2
162,252,17695.1,1362.3
162,253,13682.8,1139.6
162,254,22374.5,1584.0
162,255,7826.7,838.8
162,256,10644.0,813.9
162,257,16858.3,1276.7
162,258,15743.3,1345.6
162,259,23978.1,1672.7
162,260,6840.1,584.4
162,261,9318.0,878.6
162,262,3800.5,461.1
162,263,3523.1,444.8
163,251,29731.9,2257.4
163,252,17923.9,1348.8
163,253,13911.6,1126.1
163,254,21282.4,1477.9
163,255,10593.4,922.5
163,256,10677.2,872.8
163,257,15386.1,1369.9
163,258,15776.5,1404.5
163,259,22889.5,1588.6
163,260,7068.9,570.9
163,261,10673.5,997.1
163,262,4465.7,448.5
163,263,3751.9,438.7
164,251,30425.8,2127.2
164,252,20640.7,1362.8
164,253,15534.5,1166.9
164,254,23507.1,1719.5
164,255,7369.7,803.5
164,256,10187.0,778.6
164,257,16079.9,1239.7
164,258,15286.3,1310.3
164,259,25110.6,1808.2
164,260,8067.8,734.0
164,261,5537.9,799.7
164,262,6017.8,610.9
164,263,6358.6,647.2
165,251,18863.6,1416.3
165,252,29466.1,2052.2
165,253,26638.9,1900.8
165,254,38136.3,2853.5
165,255,12122.6,1222.7
165,256,11085.3,1114.3
165,257,7265.7,646.7
165,258,15769.8,1240.5
165,259,39739.8,2942.2
165,260,17165.7,1586.9
165,261,12455.3,1025.0
165,262,24654.6,1966.5
165,263,24995.4,2002.8
166,251,36029.8,2663.8
166,252,20114.1,1295.3
166,253,15090.0,1159.5
166,254,14974.8,1131.1
166,255,18858.8,1403.0
166,256,18942.6,1353.3
166,257,21684.0,1776.3
166,258,25490.2,1792.1
166,259,16293.5,1240.1
166,260,12723.1,983.6
166,261,15087.3,1445.7
166,262,7077.9,652.8
166,263,5143.7,584.6
167,251,43579.1,2936.2
167,252,12346.4,967.8
167,253,14891.3,1249.3
167,254,10231.8,834.7
167,255,18660.1,1492.8
167,256,18744.0,1443.1
167,257,29233.2,2048.7
167,258,26036.9,1869.1
167,259,11835.4,923.4
167,260,12524.4,1073.4
167,261,20386.9,1802.3
167,262,8780.3,921.6
167,263,8859.9,915.4
168,251,40733.4,2595.3
168,252,13459.1,946.5
168,253,12045.6,908.4
168,254,12715.3,906.8
168,255,15814.4,1151.9
168,256,15898.2,1102.2
168,257,26387.5,1707.8
168,258,22445.8,1541.0
168,259,14318.9,995.5
168,260,9678.7,732.5
168,261,17541.2,1461.4
168,262,5934.6,580.7
168,263,6014.2,574.5
169,251,44632.0,2904.5
169,252,12316.6,874.5
169,253,16554.0,1215.6
169,254,6468.0,566.0
169,255,23446.6,1629.9
169,256,23530.4,1580.2
169,257,34019.7,2185.8
169,258,26007.2,1775.8
169,259,8075.1,676.7
169,260,17310.8,1210.5
169,261,23746.8,1841.6
169,262,12140.2,960.9
169,263,12219.9,954.7
170,251,30042.7,2065.0
170,252,19940.1,1263.5
170,253,14833.9,1067.6
170,254,22822.5,1668.9
170,255,6669.1,704.2
170,256,9486.4,679.3
170,257,15696.8,1177.5
170,258,14585.7,1211.0
170,259,24426.1,1757.6
170,260,7367.2,634.7
170,261,8156.6,779.4
170,262,5333.3,560.3
170,263,4606.7,595.0
171,251,42591.8,2675.5
171,252,2859.3,332.3
171,253,4179.8,444.2
171,254,16775.1,1286.2
171,255,17672.8,1232.1
171,256,17756.7,1182.4
171,257,28246.0,1788.0
171,258,14626.9,1121.7
171,259,19769.3,1386.6
171,260,11988.2,853.9
171,261,23347.5,1856.7
171,262,18748.7,1467.5
171,263,18828.4,1461.3
172,251,7250.3,779.1
172,252,42420.3,2895.6
172,253,38339.8,2658.6
172,254,52582.8,3540.0
172,255,26569.1,1909.2
172,256,25594.4,1829.6
172,257,18593.2,1346.4
172,258,28693.3,2436.0
172,259,54186.3,3628.7
172,260,31612.2,2273.4
172,261,21903.1,1624.7
172,262,34102.3,2566.2
172,263,34443.2,2602.5
173,251,37045.3,2405.8
173,252,7196.2,529.6
173,253,3115.7,292.6
173,254,19195.2,1352.2
173,255,12126.3,962.4
173,256,12210.1,912.7
173,257,22699.4,1518.3
173,258,12464.5,947.2
173,259,22189.4,1452.6
173,260,4326.1,519.8
173,261,17800.9,1587.0
173,262,14460.1,1210.7
173,263,14539.8,1204.5
174,251,51721.5,3313.3
174,252,15022.9,1106.1
174,253,19260.3,1447.2
174,254,2713.9,307.8
174,255,26802.5,1869.9
174,256,26886.4,1820.2
174,257,37375.7,2425.8
174,258,28713.5,2007.4
174,259,4321.0,418.5
174,260,20666.8,1450.5
174,261,28529.3,2179.4
174,262,16922.7,1298.7
174,263,17002.4,1292.5
175,251,45150.7,2692.3
175,252,8901.5,676.8
175,253,11879.4,741.8
175,254,21030.4,1385.0
175,255,20231.7,1248.9
175,256,20315.6,1199.2
175,257,30804.8,1804.8
175,258,13348.4,1055.9
175,259,21758.3,1465.9
175,260,16534.1,1083.1
175,261,25906.4,1873.5
175,262,23847.7,1627.3
175,263,23754.6,1645.8
176,1,22871.0,1762.7
176,2,40817.0,2922.1
176,3,53634.8,3688.0
176,4,28077.2,2232.3
176,5,7894.9,806.4
176,6,6744.2,702.9
176,7,38621.1,2738.3
176,8,38634.3,2742.3
176,9,44495.4,3024.0
176,10,41179.7,2805.2
176,11,15081.0,1300.9
176,12,22856.7,1673.0
176,13,24013.0,1804.4
176,14,13128.0,1151.6
176,15,46972.1,3204.2
176,16,47420.6,3205.8
176,17,27959.4,2128.1
176,18,47220.5,3635.2
176,19,50290.2,3347.2
176,20,47005.1,3598.0
176,21,16671.4,1469.3
176,22,15648.7,1357.4
176,23,8414.0,842.7
176,24,35599.4,2922.5
176,25,22738.9,1762.7
177,1,30798.4,2491.3
177,2,12900.3,1262.7
177,3,28920.8,1950.9
177,4,9897.5,1054.1
177,5,33758.1,2737.1
177,6,18900.6,1617.5
177,7,14016.2,1290.1
177,8,14029.4,1294.1
177,9,16723.7,1250.5
177,10,12207.5,1073.1
177,11,14831.2,1196.3
177,12,12417.8,1237.3
177,13,11808.7,1311.5
177,14,14531.7,1333.1
177,15,22258.1,1467.1
177,16,20770.4,1399.2
177,17,4676.6,499.4
177,18,32464.8,2181.0
177,19,19073.7,1350.5
177,20,30574.7,2072.9
177,21,12778.8,1072.6
177,22,13144.2,1070.1
177,23,27277.2,2116.1
177,24,20758.6,1886.6
177,25,7171.9,853.2
178,1,33750.6,2273.1
178,2,21275.9,1698.2
178,3,39667.7,2726.9
178,4,15946.7,1400.7
178,5,27256.8,2094.6
178,6,12399.3,975.0
178,7,23404.7,1867.7
178,8,23417.9,1871.7
178,9,27470.6,2026.5
178,10,21351.4,1588.6
178,11,5934.8,505.6
178,12,10726.3,841.4
178,13,11882.5,972.8
178,14,8030.4,690.6
178,15,33005.0,2243.1
178,16,31517.3,2175.2
178,17,10698.4,1056.1
178,18,36964.2,2800.2
178,19,29820.5,2126.5
178,20,36845.2,2749.5
178,21,3760.1,396.7
178,22,4098.8,369.1
178,23,20775.9,1473.6
178,24,23468.9,2090.9
178,25,9221.3,891.1
179,1,34372.2,2373.6
179,2,28170.0,1900.3
179,3,16622.6,1354.1
179,4,9792.5,957.0
179,5,43371.9,3156.1
179,6,28514.4,2036.5
179,7,1954.9,278.2
179,8,1101.2,152.4
179,9,13229.0,1069.3
179,10,18848.8,1170.3
179,11,26318.8,1939.3
179,12,19217.6,1505.6
179,13,15870.9,1344.6
179,14,24146.0,1767.0
179,15,14785.3,1016.6
179,16,14438.7,1155.8
179,17,11254.3,1150.8
179,18,15670.1,1248.8
179,19,22117.6,1388.0
179,20,15551.0,1198.1
179,21,25349.1,1979.7
179,22,25226.8,1912.2
179,23,36891.1,2535.1
179,24,10479.1,962.9
179,25,13612.4,1284.3
180,1,36253.7,2976.8
180,2,7125.0,703.1
180,3,26231.0,1814.5
180,4,15352.8,1539.6
180,5,44125.2,2952.3
180,6,29267.7,1832.7
180,7,15711.5,1445.4
180,8,19906.6,1425.9
180,9,12685.7,1076.3
180,10,6340.3,590.2
180,11,22086.6,1367.7
180,12,20123.3,1502.0
180,13,21279.5,1633.4
180,14,19414.7,1588.4
180,15,19568.3,1330.7
180,16,15725.7,1226.7
180,17,10132.0,984.9
180,18,29774.9,2044.6
180,19,19071.2,1161.7
180,20,27884.9,1936.5
180,21,16742.2,1303.7
180,22,17107.6,1301.2
180,23,37644.3,2331.3
180,24,28049.2,2060.5
180,25,13409.9,1447.9
181,1,28788.1,2145.7
181,2,20670.4,1771.2
181,3,32521.0,2428.8
181,4,8254.5,1025.6
181,5,28538.7,2108.0
181,6,13681.3,988.4
181,7,17507.2,1479.1
181,8,17520.4,1483.1
181,9,23381.6,1764.8
181,10,20745.9,1661.6
181,11,10604.9,887.9
181,12,5730.0,480.8
181,13,6886.2,612.2
181,14,9312.9,718.9
181,15,25858.2,1945.0
181,16,26306.8,1946.6
181,17,4800.9,667.5
181,18,31066.7,2411.6
181,19,25271.6,2005.6
