pu,do,osrm_distance_m,osrm_duration_s
87,111,9747.2,937.7
87,112,9834.9,881.1
87,113,3553.5,533.6
87,114,3018.3,465.9
87,115,20721.9,1550.7
87,116,16137.4,1528.0
87,117,32945.4,2794.7
87,118,25914.2,1879.8
87,119,19296.5,1602.6
87,120,18976.5,1591.7
87,121,23147.4,1710.8
87,122,27812.0,2039.8
87,123,15427.2,1288.0
87,124,18752.0,1896.5
87,125,2906.2,399.3
88,101,32846.7,2193.7
88,102,15593.7,1426.7
88,103,12720.6,1191.2
88,104,11340.6,1238.9
88,105,1324.2,728.7
88,106,6156.5,610.0
88,107,4641.1,757.6
88,108,15628.0,1258.4
88,109,29886.2,2224.5
88,110,27081.7,2216.5
88,111,9003.5,819.1
88,112,10270.7,952.3
88,113,3989.3,604.8
88,114,3454.1,537.1
88,115,19978.2,1432.1
88,116,19187.9,1543.9
88,117,32201.8,2676.1
88,118,25170.5,1761.2
88,119,19681.3,1540.9
88,120,19429.6,1617.1
88,121,24783.5,1762.2
88,122,29448.2,2091.2
88,123,14683.5,1169.4
88,124,22377.6,1798.0
88,125,3359.3,424.7
89,101,28034.1,2114.2
89,102,13520.0,1197.1
89,103,22741.4,1899.4
89,104,21361.4,1947.1
89,105,13167.9,1733.6
89,106,6904.5,635.7
89,107,15915.6,1416.4
89,108,6690.6,683.5
89,109,26056.3,2155.9
89,110,23251.9,2147.9
89,111,4727.4,546.3
89,112,11891.1,1130.0
89,113,15510.9,1338.7
89,114,14486.5,1288.4
89,115,16148.3,1363.5
89,116,26611.3,2261.6
89,117,19566.9,1885.0
89,118,21340.6,1692.6
89,119,28779.1,2282.9
89,120,29450.4,2325.3
89,121,20530.9,1738.2
89,122,24436.9,1931.4
89,123,4782.4,473.1
89,124,13836.6,1195.8
89,125,13380.2,1132.9
90,101,27946.3,1895.5
90,102,14323.3,1250.8
90,103,11740.3,1078.8
90,104,10360.4,1126.5
90,105,8918.7,1419.5
90,106,9903.7,1028.0
90,107,1253.8,161.6
90,108,19375.2,1676.4
90,109,34322.1,2592.9
90,110,30828.9,2634.5
90,111,12750.8,1237.1
90,112,7232.5,765.6
90,113,1650.5,228.9
90,114,2058.8,286.8
90,115,23725.4,1850.1
90,116,12451.8,1086.5
90,117,37611.3,2734.9
90,118,28917.7,2179.2
90,119,16930.4,1335.8
90,120,15290.9,1150.2
90,121,19883.1,1464.0
90,122,24547.8,1793.0
90,123,18430.7,1587.4
90,124,21487.6,1874.0
90,125,2349.9,320.0
91,101,26223.0,1857.0
91,102,11708.8,939.9
91,103,26671.1,2200.5
91,104,25291.2,2248.2
91,105,17097.6,2034.7
91,106,10834.2,936.8
91,107,15957.3,1657.3
91,108,8330.5,744.9
91,109,27909.5,2252.4
91,110,25105.0,2244.4
91,111,9084.9,845.3
91,112,13902.3,1293.3
91,113,15552.6,1579.6
91,114,15222.5,1529.4
91,115,18001.5,1460.0
91,116,27990.8,2363.0
91,117,17090.0,1486.0
91,118,23193.8,1789.1
91,119,28266.3,2354.4
91,120,31998.9,2603.4
91,121,18719.8,1481.0
91,122,22062.2,1667.8
91,123,5247.6,476.7
91,124,11461.8,932.2
91,125,17309.9,1434.0
92,101,13463.3,946.1
92,102,11706.1,851.7
92,103,28780.3,2287.8
92,104,27400.3,2335.5
92,105,23534.0,2377.2
92,106,21380.6,1663.7
92,107,17360.2,1346.1
92,108,34977.6,2131.2
92,109,47460.5,3276.8
92,110,44656.0,3268.8
92,111,26577.8,1871.4
92,112,14032.9,1029.0
92,113,18524.7,1495.2
92,114,19360.3,1511.1
92,115,37552.5,2484.4
92,116,19886.3,1349.2
92,117,26672.5,1987.1
92,118,42744.8,2813.5
92,119,17380.6,1181.7
92,120,21496.8,1407.2
92,121,5700.6,557.0
92,122,11923.6,857.9
92,123,26682.6,1974.6
92,124,17730.5,1211.0
92,125,19949.3,1588.3
93,101,13597.3,959.6
93,102,8235.8,675.3
93,103,27258.8,2153.2
93,104,25878.8,2200.9
93,105,22012.5,2242.6
93,106,19859.1,1529.1
93,107,15838.8,1211.5
93,108,31507.3,1954.8
93,109,45939.0,3142.2
93,110,43134.5,3134.2
93,111,25056.4,1736.8
93,112,12511.4,894.4
93,113,17003.3,1360.6
93,114,17838.8,1376.5
93,115,36031.0,2349.8
93,116,18877.4,1425.0
93,117,23202.2,1810.7
93,118,41223.3,2678.9
93,119,20097.8,1362.4
93,120,24214.1,1587.9
93,121,5534.1,528.1
93,122,11903.3,882.2
93,123,23212.3,1798.2
93,124,14260.2,1034.6
93,125,18427.8,1453.7
94,101,26347.0,1597.9
94,102,25973.2,1738.1
94,103,32428.6,2175.6
94,104,30375.7,2168.9
94,105,24949.4,2491.9
94,106,29711.0,2284.6
94,107,18901.5,1516.6
94,108,41532.7,2931.6
94,109,53278.8,3581.5
94,110,52986.4,3889.7
94,111,34908.3,2492.3
94,112,18604.3,1589.8
94,113,20229.1,1677.0
94,114,20547.6,1753.8
94,115,45882.9,3105.3
94,116,6501.8,630.3
94,117,40939.6,2873.5
94,118,49918.6,3246.3
94,119,3893.0,450.6
94,120,8271.3,714.7
94,121,23382.3,1478.6
94,122,24807.2,1509.7
94,123,36973.5,2806.4
94,124,31997.6,2097.4
94,125,20554.2,1700.6
95,101,13351.0,953.0
95,102,3608.9,386.8
95,103,25817.8,2138.2
95,104,24437.8,2185.9
95,105,20571.5,2227.6
95,106,18418.1,1514.1
95,107,14397.8,1196.5
95,108,25982.4,1869.7
95,109,44498.0,3127.2
95,110,41693.5,3119.2
95,111,18576.2,1684.1
95,112,11070.4,879.4
95,113,15562.3,1345.6
95,114,16397.8,1361.5
95,115,34590.0,2334.8
95,116,20671.3,1530.4
95,117,22136.8,1746.5
95,118,39782.3,2663.9
95,119,20946.7,1521.8
95,120,27753.2,1768.8
95,121,5343.8,555.8
95,122,9073.2,804.6
95,123,19945.3,1640.5
95,124,8503.6,895.1
95,125,16986.8,1438.7
96,101,17904.5,1431.5
96,102,2298.5,426.4
96,103,22990.4,2307.4
96,104,21610.4,2355.1
96,105,17744.1,2396.8
96,106,12588.3,1409.9
96,107,14546.6,1503.2
96,108,18457.2,1670.8
96,109,35483.7,3096.8
96,110,32679.2,3088.8
96,111,14005.2,1446.2
96,112,9816.6,1098.8
96,113,13931.2,1572.6
96,114,13570.4,1530.7
96,115,25575.6,2304.4
96,116,20563.6,1954.9
96,117,18346.8,1952.4
96,118,30767.9,2633.5
96,119,20839.0,1946.3
96,120,24571.7,2195.3
96,121,10401.3,1055.5
96,122,11431.4,1271.0
96,123,15374.4,1402.6
96,124,7679.6,910.6
96,125,14159.4,1607.9
97,101,28831.3,1867.3
97,102,10028.6,1036.1
97,103,14619.9,1343.6
97,104,13240.0,1391.3
97,105,6724.7,1291.5
97,106,2852.2,356.4
97,107,6264.7,732.6
97,108,12643.2,1211.1
97,109,27806.0,2200.1
97,110,25001.5,2192.1
97,111,5419.8,728.1
97,112,7455.6,606.1
97,113,5860.1,654.9
97,114,5530.0,604.7
97,115,17898.0,1407.7
97,116,24068.1,1767.6
97,117,26524.2,2358.1
97,118,23090.3,1736.8
97,119,24343.6,1759.0
97,120,21833.0,1860.5
97,121,20768.1,1435.8
97,122,25432.8,1764.8
97,123,11416.6,1047.9
97,124,15680.0,1464.0
97,125,5331.6,596.6
98,101,6761.9,515.0
98,102,10600.2,764.7
98,103,32399.0,2413.9
98,104,31019.1,2461.6
98,105,27152.8,2503.3
98,106,24999.3,1789.8
98,107,20979.0,1472.2
98,108,32371.0,2008.5
98,109,51079.3,3402.9
98,110,48274.8,3394.9
98,111,24207.6,1931.2
98,112,17651.6,1155.1
98,113,22143.5,1621.3
98,114,22979.1,1637.2
98,115,41171.2,2610.5
98,116,25550.1,1566.8
98,117,22225.9,1842.8
98,118,46363.5,2939.6
98,119,23044.4,1399.3
98,120,27160.6,1624.8
98,121,3161.4,284.6
98,122,4568.5,449.3
98,123,25576.7,1887.6
98,124,15123.9,1088.3
98,125,23568.1,1714.4
99,101,58244.3,3988.6
99,102,37768.9,3185.5
99,103,23763.4,1998.2
99,104,24863.2,2096.3
99,105,32591.5,3168.1
99,106,26935.4,2179.2
99,107,32956.9,2810.1
99,108,24314.5,2080.3
99,109,5977.0,887.7
99,110,10584.1,1435.4
99,111,25611.0,2154.1
99,112,36868.6,2727.4
99,113,31637.4,2607.4
99,114,31102.3,2539.7
99,115,14400.5,1504.0
99,116,51232.4,3418.6
99,117,44300.4,3507.2
99,118,8952.1,1157.8
99,119,50806.6,3392.3
99,120,49167.1,3206.7
99,121,50181.1,3557.1
99,122,54022.1,3818.4
99,123,25312.8,2162.0
99,124,43134.5,3090.1
99,125,30382.6,2449.7
100,101,26821.5,1723.5
100,102,13198.5,1078.8
100,103,13166.6,1276.5
100,104,11786.7,1324.2
100,105,10036.2,1444.3
100,106,11330.0,1225.7
100,107,2646.5,338.0
100,108,20801.5,1874.1
100,109,35748.4,2790.6
100,110,32255.2,2832.2
100,111,14177.1,1434.8
100,112,6107.7,593.6
100,113,3225.8,425.4
100,114,3485.1,484.5
100,115,25151.7,2047.8
100,116,11168.0,923.0
100,117,36486.5,2562.9
100,118,30344.0,2376.9
100,119,15646.6,1172.3
100,120,14007.1,986.7
100,121,18758.3,1292.0
100,122,23422.9,1621.0
100,123,19857.0,1785.1
100,124,20362.8,1702.0
100,125,3776.2,517.7
76,126,22852.0,2024.0
76,127,38723.0,2318.8
76,128,40239.4,2341.4
76,129,22689.3,1386.4
76,130,13290.5,930.9
76,131,17517.2,1145.3
76,132,11276.0,798.6
76,133,9519.1,836.5
76,134,9203.9,899.1
76,135,15606.3,1020.3
76,136,37606.4,2301.3
76,137,15646.8,1684.4
76,138,22812.5,1489.9
76,139,13537.8,998.0
76,140,17721.6,1712.7
76,141,17967.3,1736.4
76,142,19850.8,1900.2
76,143,19905.7,1908.7
76,144,13708.1,1440.3
76,145,13600.0,1445.8
76,146,15001.7,1532.4
76,147,33411.0,2030.2
76,148,13080.8,1347.2
76,149,10103.7,828.0
76,150,14566.1,1172.4
77,126,21473.7,1796.0
77,127,26458.3,2122.3
77,128,27585.3,2199.0
77,129,12782.4,1214.6
77,130,10974.6,1014.6
77,131,13862.0,1020.5
77,132,13099.0,947.7
77,133,9086.2,842.3
77,134,9347.0,808.9
77,135,11497.9,983.9
77,136,33046.4,2230.0
77,137,13335.6,1447.7
77,138,18653.3,1439.8
77,139,15360.7,1147.1
77,140,16343.3,1484.7
77,141,16589.0,1508.4
77,142,18472.5,1672.2
77,143,18527.3,1680.7
77,144,11396.9,1203.6
77,145,11288.8,1209.1
77,146,13623.4,1304.4
77,147,21420.5,1879.9
77,148,10769.5,1110.5
77,149,9670.8,833.8
77,150,14133.3,1178.2
78,126,4458.8,401.9
78,127,5185.2,588.1
78,128,8292.3,654.0
78,129,13967.2,1097.2
78,130,24366.1,1530.6
78,131,21314.6,1259.0
78,132,28907.5,1843.9
78,133,33522.9,2301.3
78,134,20245.6,1488.5
78,135,18109.9,1372.6
78,136,4748.9,457.5
78,137,17023.7,1361.5
78,138,14942.8,1258.3
78,139,26085.4,1607.6
78,140,13059.5,1069.4
78,141,13565.5,1134.3
78,142,15427.0,1137.9
78,143,15029.6,1091.1
78,144,19859.7,1742.3
78,145,15048.3,1242.6
78,146,13576.0,1130.8
78,147,3274.2,305.0
78,148,20328.6,1664.7
78,149,36700.5,2604.9
78,150,44026.5,2783.3
79,126,14515.8,1247.2
79,127,17710.8,1360.7
79,128,18837.8,1437.4
79,129,12969.7,1061.7
79,130,21316.0,1568.9
79,131,21974.3,1480.3
79,132,28010.9,1845.4
79,133,13788.7,1170.1
79,134,18476.0,1467.9
79,135,18112.1,1363.3
79,136,18935.5,1551.3
79,137,1666.8,225.6
79,138,15499.2,1293.8
79,139,28364.2,2017.0
79,140,5195.2,543.9
79,141,6049.2,635.1
79,142,7147.5,788.5
79,143,7202.3,797.0
79,144,1969.6,287.8
79,145,5653.8,589.1
79,146,7489.4,786.9
79,147,13939.2,1263.1
79,148,1522.7,227.0
79,149,19482.9,1629.3
79,150,22237.8,1864.0
80,126,17148.6,1228.0
80,127,22133.2,1554.3
80,128,23260.2,1631.0
80,129,8457.3,646.6
80,130,12659.2,1147.1
80,131,16176.8,1064.4
80,132,22213.5,1429.5
80,133,14720.6,1070.7
80,134,9704.8,900.0
80,135,12314.6,947.4
80,136,23076.6,1664.9
80,137,9935.0,851.6
80,138,10986.8,878.7
80,139,22566.8,1601.1
80,140,9674.9,841.7
80,141,9920.6,865.4
80,142,11804.1,1029.2
80,143,11858.9,1037.7
80,144,5972.6,620.4
80,145,4816.7,576.9
80,146,6955.0,661.4
80,147,17095.4,1311.9
80,148,5345.2,527.3
80,149,15432.4,1366.2
80,150,19894.8,1710.6
81,126,12833.7,825.3
81,127,9017.2,876.6
81,128,11482.9,1003.6
81,129,19562.8,1322.8
81,130,24552.0,1487.4
81,131,21500.5,1215.8
81,132,30943.9,1863.9
81,133,41550.8,2575.7
81,134,22282.0,1508.5
81,135,22467.1,1372.6
81,136,7925.3,719.6
81,137,25095.4,1704.4
81,138,19216.9,1381.9
81,139,26271.3,1564.4
81,140,21131.2,1412.3
81,141,21637.2,1477.2
81,142,26062.3,1605.8
81,143,25664.9,1559.0
81,144,27931.4,2085.2
81,145,23119.9,1585.5
81,146,21647.7,1473.7
81,147,12105.4,816.8
81,148,28400.2,2007.6
81,149,38736.9,2624.9
81,150,46062.9,2803.3
82,126,12641.4,1037.5
82,127,17626.0,1363.8
82,128,18753.0,1440.5
82,129,2752.7,390.1
82,130,10605.1,851.1
82,131,11263.4,762.5
82,132,17300.0,1127.6
82,133,20748.5,1474.0
82,134,7765.0,750.1
82,135,7401.2,645.5
82,136,18569.4,1474.4
82,137,10662.8,952.4
82,138,4853.4,613.2
82,139,17653.3,1299.2
82,140,9400.8,879.4
82,141,9646.5,903.1
82,142,11530.0,1066.9
82,143,11584.8,1075.4
82,144,12014.1,1034.4
82,145,6856.5,726.3
82,146,6680.9,699.1
82,147,12588.2,1121.4
82,148,11386.7,941.3
82,149,18614.9,1683.3
82,150,25517.8,2017.7
83,126,12549.2,947.2
83,127,17533.8,1273.5
83,128,18660.7,1350.2
83,129,3857.9,365.8
83,130,11536.6,935.0
83,131,12194.9,846.4
83,132,18231.5,1211.5
83,133,19784.5,1366.6
83,134,8696.5,834.0
83,135,8332.7,729.4
83,136,18477.2,1384.1
83,137,9698.8,845.0
83,138,6387.4,597.9
83,139,18584.8,1383.1
83,140,8178.2,777.4
83,141,8423.9,801.1
83,142,10307.4,964.9
83,143,10362.2,973.4
83,144,11050.1,927.0
83,145,5633.9,624.3
83,146,5458.3,597.1
83,147,12496.0,1031.1
83,148,10422.8,833.9
83,149,18193.4,1627.8
83,150,22655.9,1972.2
84,126,54570.3,3684.6
84,127,55726.1,3410.3
84,128,56840.6,3439.1
84,129,45879.0,3103.2
84,130,54131.7,3560.2
84,131,55148.0,3585.2
84,132,52117.2,3427.9
84,133,27282.3,2114.1
84,134,43792.6,3441.7
84,135,51285.8,3468.2
84,136,57742.5,3628.4
84,137,38598.6,2893.1
84,138,48408.5,3335.3
84,139,54327.5,3580.2
84,140,43720.6,3102.5
84,141,44574.5,3193.7
84,142,40732.7,3240.0
84,143,40284.8,3128.2
84,144,34529.9,2527.7
84,145,41358.1,2947.2
84,146,44383.2,3118.6
84,147,60716.7,3699.4
84,148,35969.6,2540.8
84,149,29552.2,2305.6
84,150,30787.2,2267.6
85,126,26215.6,1959.5
85,127,31200.2,2285.8
85,128,30868.8,2362.2
85,129,17524.3,1378.1
85,130,20027.4,1426.0
85,131,19590.9,1464.8
85,132,18012.8,1293.7
85,133,3115.0,334.2
85,134,15075.9,1253.2
85,135,17226.8,1428.2
85,136,32143.6,2396.4
85,137,12354.9,1364.3
85,138,20053.8,1610.2
85,139,20274.6,1493.1
85,140,18748.5,1573.8
85,141,18994.2,1597.5
85,142,20877.7,1761.3
85,143,18999.0,1726.9
85,144,9711.3,1004.6
85,145,13003.5,1222.1
85,146,16028.6,1393.5
85,147,26162.4,2043.4
85,148,9725.9,1012.0
85,149,5621.4,602.7
85,150,9187.4,926.2
86,126,36079.3,2373.4
86,127,41685.0,2667.9
86,128,43201.4,2690.5
86,129,25651.3,1735.5
86,130,14073.4,1156.6
86,131,15688.6,1365.1
86,132,13779.0,1152.6
86,133,27366.7,2099.0
86,134,17454.1,1289.4
86,135,18568.2,1369.4
86,136,40568.4,2650.4
86,137,34845.6,2350.5
86,138,25774.5,1839.0
86,139,10268.5,980.1
86,140,34496.0,2337.7
86,141,34741.7,2361.4
86,142,36625.1,2525.2
86,143,36680.0,2533.7
86,144,36171.3,2431.0
86,145,31511.7,2159.5
86,146,31776.0,2157.4
86,147,36373.0,2379.3
86,148,35543.9,2337.9
86,149,20832.9,1920.4
86,150,22582.0,2061.1
87,126,19072.8,1550.3
87,127,22267.9,1663.8
87,128,20814.8,1684.1
87,129,16299.6,1267.5
87,130,24910.3,1838.1
87,131,25568.6,1749.5
87,132,31605.3,2114.6
87,133,10279.9,889.1
87,134,18597.2,1685.5
87,135,21706.4,1632.5
87,136,23492.5,1854.4
87,137,5318.1,776.6
87,138,18829.1,1499.6
87,139,31958.6,2286.2
87,140,9752.3,847.0
87,141,10606.2,938.2
87,142,11997.5,1115.2
87,143,8945.0,1048.8
87,144,2411.5,381.9
87,145,10499.4,971.4
87,146,12335.0,1169.2
87,147,18496.2,1566.2
87,148,2695.6,434.1
87,149,15974.2,1348.3
87,150,18729.1,1583.0
88,126,19457.6,1488.6
88,127,22652.7,1602.1
88,128,23779.6,1678.8
88,129,16735.4,1338.7
88,130,26546.5,1889.5
88,131,27204.8,1800.9
88,132,28476.0,2106.6
88,133,9536.3,770.5
88,134,19033.0,1756.7
88,135,23342.5,1683.9
88,136,23877.3,1792.7
88,137,8652.4,761.4
88,138,19264.9,1570.8
88,139,30737.8,2306.0
88,140,10137.1,785.3
88,141,10991.0,876.5
88,142,12382.3,1053.5
88,143,12437.1,1062.0
88,144,2622.3,424.2
88,145,10884.3,909.7
88,146,12719.8,1107.5
88,147,18881.1,1504.5
88,148,2906.3,476.4
88,149,15230.6,1229.7
88,150,17985.4,1464.4
89,126,27047.2,2097.8
89,127,32031.8,2424.1
89,128,31288.8,2417.7
89,129,18355.8,1516.4
89,130,21949.5,1636.7
89,131,21513.0,1675.5
89,132,19935.0,1504.4
89,133,2538.0,335.9
89,134,16998.0,1463.9
89,135,19149.0,1638.9
89,136,32975.1,2534.7
89,137,16629.3,1469.2
89,138,20885.3,1748.5
89,139,22196.7,1703.8
89,140,21751.2,1678.6
89,141,19825.7,1735.8
89,142,20501.2,1897.4
89,143,19419.0,1782.4
89,144,14032.0,1117.8
89,145,13835.0,1360.4
89,146,16860.1,1531.8
89,147,26993.9,2181.7
89,148,14000.3,1116.9
89,149,4381.2,442.9
89,150,7905.9,739.7
90,126,15196.8,1316.4
90,127,17525.0,1299.8
90,128,17129.2,1242.6
90,129,13299.7,1084.1
90,130,21646.1,1591.3
90,131,22304.4,1502.7
90,132,28341.0,1867.8
90,133,13283.5,1188.5
90,134,18806.0,1490.3
90,135,18442.1,1385.7
90,136,19148.8,1549.8
90,137,2335.9,318.5
90,138,15829.2,1316.2
90,139,28694.3,2039.4
90,140,5876.3,613.1
90,141,5489.2,626.6
90,142,5052.0,575.4
90,143,5106.8,583.9
90,144,3152.0,423.9
90,145,5985.8,617.3
90,146,7821.4,815.1
90,147,14620.2,1332.3
90,148,3492.3,467.4
90,149,18977.8,1647.7
90,150,21732.6,1882.4
91,126,26534.3,2169.3
91,127,31518.9,2495.6
91,128,32645.9,2572.3
91,129,17843.0,1587.9
91,130,19574.8,1373.1
91,131,19701.8,1418.3
91,132,17560.3,1240.8
91,133,7462.5,692.4
91,134,15186.9,1206.7
91,135,17337.8,1381.7
91,136,32462.3,2606.2
91,137,16704.7,1720.9
91,138,20372.5,1820.0
91,139,19822.0,1440.2
91,140,21403.9,1858.0
91,141,21649.6,1881.7
91,142,23533.1,2045.5
91,143,23587.9,2054.0
91,144,14061.1,1361.2
91,145,15846.2,1523.7
91,146,18684.0,1677.7
91,147,26481.1,2253.2
91,148,14075.6,1368.6
91,149,3760.3,383.1
91,150,8222.8,727.5
92,126,14829.8,1027.0
92,127,19413.6,1307.1
92,128,20930.0,1329.7
92,129,5577.2,582.7
92,130,10734.1,846.7
92,131,8269.7,751.4
92,132,17402.2,1120.0
92,133,27110.6,1822.8
92,134,8740.3,764.6
92,135,4922.5,484.5
92,136,18296.9,1289.6
92,137,17050.4,1302.7
92,138,5622.7,636.0
92,139,15963.6,1118.3
92,140,16472.8,1247.3
92,141,16718.5,1271.0
92,142,18602.0,1434.8
92,143,18656.8,1443.3
92,144,18376.1,1383.2
92,145,13484.2,1102.6
92,146,11230.7,987.0
92,147,14101.5,1018.5
92,148,17748.8,1290.1
92,149,25195.2,1881.0
92,150,32521.2,2059.4
93,126,17547.1,1207.7
93,127,22130.8,1487.8
93,128,23647.2,1510.4
93,129,6992.9,593.4
93,130,7263.8,670.3
93,131,10044.7,672.1
93,132,13931.9,943.6
93,133,25589.1,1688.2
93,134,5270.0,588.2
93,135,3301.1,432.5
93,136,21014.1,1470.3
93,137,15528.9,1168.1
93,138,7116.1,696.9
93,139,14285.2,1115.2
93,140,15179.3,1155.3
93,141,15425.0,1179.0
93,142,17308.5,1342.8
93,143,17363.3,1351.3
93,144,16854.7,1248.6
93,145,12195.1,977.1
93,146,12459.4,975.0
93,147,16818.8,1199.2
93,148,16227.3,1155.5
93,149,21724.9,1704.6
93,150,29050.9,1883.0
94,126,7003.7,656.4
94,127,2589.4,339.7
94,128,4575.7,483.8
94,129,15885.2,1239.6
94,130,27127.9,1693.1
94,131,24076.4,1421.5
94,132,31669.3,2006.4
94,133,35441.0,2443.7
94,134,23007.4,1651.0
94,135,20871.7,1535.1
94,136,1464.0,217.7
94,137,18289.6,1425.2
94,138,16860.8,1400.7
94,139,28847.2,1770.1
94,140,14325.4,1133.1
94,141,14831.4,1198.0
94,142,14839.1,1121.1
94,143,14441.7,1074.3
94,144,21125.6,1806.0
94,145,16966.3,1385.0
94,146,15494.1,1273.2
94,147,5668.8,561.5
94,148,21594.5,1728.4
94,149,39462.3,2767.4
94,150,46788.3,2945.8
95,126,19214.8,1336.7
95,127,24199.4,1663.0
95,128,27186.3,1691.3
95,129,8786.8,698.8
95,130,6171.6,602.9
95,131,6829.9,514.3
95,132,12866.5,879.4
95,133,17389.4,1540.0
95,134,2647.8,361.0
95,135,3155.3,409.8
95,136,24553.2,1651.2
95,137,14087.9,1153.1
95,138,8910.0,802.3
95,139,13219.8,1051.0
95,140,13738.3,1140.3
95,141,13984.0,1164.0
95,142,15867.5,1327.8
95,143,15922.3,1336.3
95,144,15413.6,1233.6
95,145,10754.1,962.1
95,146,11018.4,960.0
95,147,20357.9,1380.1
95,148,14786.3,1140.5
95,149,18458.0,1546.9
95,150,23526.0,1797.9
96,126,19107.1,1761.2
96,127,24091.7,2087.5
96,128,25218.6,2164.2
96,129,10415.7,1179.8
96,130,8548.6,969.6
96,131,11383.3,992.8
96,132,13857.9,1259.7
96,133,12818.4,1302.1
96,134,6868.4,781.2
96,135,9019.3,956.2
96,136,25035.0,2198.1
96,137,14236.8,1459.8
96,138,12945.2,1411.9
96,139,16535.8,1439.4
96,140,13976.6,1449.9
96,141,14222.4,1473.6
96,142,16105.8,1637.4
96,143,16160.7,1645.9
96,144,12586.2,1402.8
96,145,11369.1,1270.0
96,146,11256.7,1269.6
96,147,19053.8,1845.1
96,148,11958.9,1309.7
96,149,13887.0,1309.0
96,150,18349.5,1653.4
97,126,22611.6,1573.9
97,127,24717.1,1889.3
97,128,23671.3,1952.9
97,129,13920.3,992.5
97,130,22531.1,1563.1
97,131,23189.4,1474.5
97,132,21778.5,1772.6
97,133,6905.8,704.0
97,134,14598.4,1390.9
97,135,19327.1,1357.5
97,136,28539.6,2010.8
97,137,7012.1,796.2
97,138,16449.8,1224.6
97,139,24040.2,1972.0
97,140,12201.5,1072.5
97,141,13055.5,1163.7
97,142,11712.0,1307.1
97,143,11766.8,1315.6
97,144,4368.5,436.5
97,145,9399.5,836.5
97,146,12424.6,1007.9
97,147,22558.4,1657.8
97,148,4383.1,443.9
97,149,10446.0,1107.3
97,150,14718.5,1342.9
98,126,20510.6,1279.4
98,127,25077.4,1524.7
98,128,26593.8,1547.3
98,129,12146.5,867.0
98,130,4685.8,524.7
98,131,1962.3,211.2
98,132,14795.6,997.3
98,133,23020.8,1787.1
98,134,6409.5,579.6
98,135,5636.3,458.8
98,136,23960.7,1507.2
98,137,20669.2,1428.8
98,138,12269.6,970.5
98,139,8608.4,709.7
98,140,20319.6,1416.0
98,141,20565.3,1439.7
98,142,22448.8,1603.5
98,143,22503.6,1612.0
98,144,21994.9,1509.3
98,145,17335.3,1237.8
98,146,17599.6,1235.7
98,147,19782.3,1270.9
98,148,21367.5,1416.2
98,149,24089.4,1794.0
98,150,29914.6,1936.7
99,126,56616.0,3691.4
99,127,50979.3,3381.6
99,128,52093.8,3410.4
99,129,43333.3,3113.8
99,130,51586.0,3570.8
99,131,52602.4,3595.8
99,132,49571.5,3438.5
99,133,24736.6,2124.7
99,134,41246.9,3452.3
99,135,48740.1,3478.8
99,136,52995.6,3599.7
99,137,36053.0,2903.7
99,138,45862.8,3345.9
99,139,51781.9,3590.8
99,140,41174.9,3113.1
99,141,42028.8,3204.3
99,142,37196.5,3244.4
99,143,36748.6,3132.6
99,144,30993.7,2532.1
99,145,38812.5,2957.8
99,146,41837.6,3129.2
99,147,55969.8,3670.7
99,148,33423.9,2551.4
99,149,27006.6,2316.2
99,150,28241.5,2278.2
100,126,13759.8,1130.6
100,127,16241.3,1136.3
100,128,15845.4,1079.1
100,129,12174.9,912.1
100,130,20521.2,1419.3
100,131,21179.5,1330.7
100,132,27216.2,1695.8
100,133,14709.8,1386.2
100,134,17681.2,1318.3
100,135,17317.3,1213.7
100,136,17865.0,1386.3
100,137,2802.7,359.3
100,138,14704.4,1144.2
100,139,27569.5,1867.4
100,140,4439.3,427.3
100,141,4052.2,440.8
100,142,3615.0,389.6
100,143,3669.8,398.1
100,144,4578.3,621.6
100,145,4860.9,445.3
100,146,6696.5,643.1
100,147,13183.3,1146.5
100,148,5112.3,658.3
100,149,20404.1,1845.4
100,150,23158.9,2080.1
76,151,22508.2,2148.0
76,152,23389.0,2129.1
76,153,40772.2,2465.5
76,154,11269.4,879.1
76,155,7872.3,643.7
76,156,29796.4,2220.5
76,157,9309.9,1025.9
76,158,20067.7,1638.5
76,159,22407.3,2124.1
76,160,11386.8,1056.0
76,161,18357.8,1766.1
76,162,18022.4,1716.1
76,163,18068.7,1713.6
76,164,17535.1,1642.8
76,165,10722.8,830.4
76,166,24603.1,2259.2
76,167,34450.6,2144.6
76,168,21517.8,2008.0
76,169,35968.5,2103.7
76,170,16940.1,1569.3
76,171,22499.9,1384.3
76,172,25283.9,2172.0
76,173,21048.6,1303.8
76,174,36866.6,2261.0
76,175,21594.0,1381.0
77,151,21129.9,1920.0
77,152,22010.6,1901.1
77,153,29083.3,2301.3
77,154,11599.7,929.9
77,155,7439.5,649.5
77,156,29363.6,2226.3
77,157,7931.6,797.9
77,158,13843.9,1499.2
77,159,21029.0,1896.1
77,160,8504.6,867.6
77,161,16979.5,1538.1
77,162,16644.1,1488.1
77,163,16690.4,1485.6
77,164,16156.8,1414.8
77,165,10290.0,836.2
77,166,23224.8,2031.2
77,167,22367.6,2019.7
77,168,20139.5,1780.0
77,169,31408.5,2032.4
77,170,15561.8,1341.3
77,171,17939.9,1313.0
77,172,24851.1,2177.8
77,173,16889.4,1253.7
77,174,32306.6,2189.7
77,175,18382.2,1353.8
